FILE   NUM   REG   BIN   HEX 
TC1.txt   40   3479629.0   01001010010101000110000100110100   0x4a546134 
TC1.txt   41   9309008.0   01001011000011100000101101010000   0x4b0e0b50 
TC1.txt   42   5266170.0   01001010101000001011010111110100   0x4aa0b5f4 
TC1.txt   43   4094340.0   01001010011110011110011000010000   0x4a79e610 
TC1.txt   44   1754055.0   01001001110101100001111000111000   0x49d61e38 
TC1.txt   45   5861132.0   01001010101100101101111000011000   0x4ab2de18 
TC1.txt   46   4471329.0   01001010100010000111010001000010   0x4a887442 
TC1.txt   47   8826052.0   01001011000001101010110011000100   0x4b06acc4 
TC1.txt   48   7469325.0   01001010111000111111001000011010   0x4ae3f21a 
TC1.txt   49   1973172.0   01001001111100001101110110100000   0x49f0dda0 
TC1.txt   50   53145.0   01000111010011111001100100000000   0x474f9900 
TC1.txt   51   3897508.0   01001010011011011110001010010000   0x4a6de290 
TC1.txt   52   7773386.0   01001010111011010011100110010100   0x4aed3994 
TC1.txt   53   6089829.0   01001010101110011101100011001010   0x4ab9d8ca 
TC1.txt   54   4223424.0   01001010100000001110001110000000   0x4a80e380 
TC1.txt   55   9761752.0   01001011000101001111001111011000   0x4b14f3d8 
TC1.txt   56   7930799.0   01001010111100100000011101011110   0x4af2075e 
TC1.txt   57   3597495.0   01001010010110111001001011011100   0x4a5b92dc 
TC1.txt   58   9302948.0   01001011000011011111001110100100   0x4b0df3a4 
TC1.txt   59   2288712.0   01001010000010111011000100100000   0x4a0bb120 
TC1.txt   60   197187.0   01001000010000001001000011000000   0x484090c0 
TC1.txt   61   5266939.0   01001010101000001011101111110110   0x4aa0bbf6 
TC1.txt   62   221545.0   01001000010110000101101001000000   0x48585a40 
TC1.txt   63   7957027.0   01001010111100101101010001000110   0x4af2d446 
TC1.txt   64   3195361.0   01001010010000110000011110000100   0x4a430784 
TC1.txt   65   7106269.0   01001010110110001101110110111010   0x4ad8ddba 
TC1.txt   66   9633312.0   01001011000100101111111000100000   0x4b12fe20 
TC1.txt   67   9713704.0   01001011000101000011100000101000   0x4b143828 
TC1.txt   68   91925.0   01000111101100111000101010000000   0x47b38a80 
TC1.txt   69   4418686.0   01001010100001101101100011111100   0x4a86d8fc 
TC1.txt   70   9682250.0   01001011000100111011110101001010   0x4b13bd4a 
TC1.txt   71   2583824.0   01001010000111011011010001000000   0x4a1db440 
TC1.txt   72   4979126.0   01001010100101111111001101101100   0x4a97f36c 
TC1.txt   73   6280954.0   01001010101111111010110111110100   0x4abfadf4 
TC1.txt   74   1228610.0   01001001100101011111101000010000   0x4995fa10 
TC1.txt   75   705518.0   01001001001011000011111011100000   0x492c3ee0 
TC1.txt   76   1017653.0   01001001011110000111001101010000   0x49787350 
TC1.txt   77   500098.0   01001000111101000011000001000000   0x48f43040 
TC1.txt   78   7210727.0   01001010110111000000110111001110   0x4adc0dce 
TC1.txt   79   4250898.0   01001010100000011011101000100100   0x4a81ba24 
TC1.txt   80   4055028.0   01001010011101110111111111010000   0x4a777fd0 
TC1.txt   81   2754240.0   01001010001010000001101100000000   0x4a281b00 
TC1.txt   82   452999.0   01001000110111010011000011100000   0x48dd30e0 
TC1.txt   83   6831458.0   01001010110100000111101011000100   0x4ad07ac4 
TC1.txt   84   207636.0   01001000010010101100010100000000   0x484ac500 
TC1.txt   85   7280635.0   01001010110111100010111111110110   0x4ade2ff6 
TC1.txt   86   3308937.0   01001010010010011111011000100100   0x4a49f624 
TC1.txt   87   4303570.0   01001010100000110101010110100100   0x4a8355a4 
TC1.txt   88   8375055.0   01001010111111111001011000011110   0x4aff961e 
TC1.txt   89   1457960.0   01001001101100011111100101000000   0x49b1f940 
TC1.txt   90   5197625.0   01001010100111101001111001110010   0x4a9e9e72 
TC1.txt   91   3144371.0   01001010001111111110101011001100   0x4a3feacc 
TC1.txt   92   6674138.0   01001010110010111010110110110100   0x4acbadb4 
TC1.txt   93   2692106.0   01001010001001000101000000101000   0x4a245028 
TC1.txt   94   2276769.0   01001010000010101111011010000100   0x4a0af684 
TC1.txt   95   1940971.0   01001001111011001110111101011000   0x49ecef58 
TC1.txt   96   3288264.0   01001010010010001011001100100000   0x4a48b320 
TC1.txt   97   4819803.0   01001010100100110001011010110110   0x4a9316b6 
TC1.txt   98   9431005.0   01001011000011111110011111011101   0x4b0fe7dd 
TC1.txt   99   3992019.0   01001010011100111010011101001100   0x4a73a74c 
TC1.txt   100   8184782.0   01001010111110011100011110011100   0x4af9c79c 
TC1.txt   101   2847975.0   01001010001011011101001110011100   0x4a2dd39c 
TC1.txt   102   7891025.0   01001010111100001101000010100010   0x4af0d0a2 
TC1.txt   103   900082.0   01001001010110111011111100100000   0x495bbf20 
TC1.txt   104   1831532.0   01001001110111111001001101100000   0x49df9360 
TC1.txt   105   8428253.0   01001011000000001001101011011101   0x4b009add 
TC1.txt   106   2905752.0   01001010001100010101101001100000   0x4a315a60 
TC1.txt   107   9763121.0   01001011000101001111100100110001   0x4b14f931 
TC1.txt   108   257890.0   01001000011110111101100010000000   0x487bd880 
TC1.txt   109   4699761.0   01001010100011110110110011100010   0x4a8f6ce2 
TC1.txt   110   359541.0   01001000101011111000111010100000   0x48af8ea0 
TC1.txt   111   3446150.0   01001010010100100101011000011000   0x4a525618 
TC1.txt   112   4246818.0   01001010100000011001101001000100   0x4a819a44 
TC1.txt   113   1848840.0   01001001111000011011000001000000   0x49e1b040 
TC1.txt   114   938480.0   01001001011001010001111100000000   0x49651f00 
TC1.txt   115   227465.0   01001000010111100010001001000000   0x485e2240 
TC1.txt   116   3923488.0   01001010011011110111100010000000   0x4a6f7880 
TC1.txt   117   8915697.0   01001011000010000000101011110001   0x4b080af1 
TC1.txt   118   4309094.0   01001010100000111000000011001100   0x4a8380cc 
TC1.txt   119   3891251.0   01001010011011011000000011001100   0x4a6d80cc 
TC1.txt   120   8627956.0   01001011000000111010011011110100   0x4b03a6f4 
TC1.txt   121   5884613.0   01001010101100111001010110001010   0x4ab3958a 
TC1.txt   122   1659318.0   01001001110010101000110110110000   0x49ca8db0 
TC1.txt   123   1834855.0   01001001110111111111101100111000   0x49dffb38 
TC1.txt   124   3386751.0   01001010010011101011010111111100   0x4a4eb5fc 
TC1.txt   125   3000166.0   01001010001101110001110110011000   0x4a371d98 
TC1.txt   126   9135626.0   01001011000010110110011000001010   0x4b0b660a 
TC1.txt   127   4869260.0   01001010100101001001100100011000   0x4a949918 
TC1.txt   128   76550.0   01000111100101011000001100000000   0x47958300 
TC1.txt   129   432271.0   01001000110100110001000111100000   0x48d311e0 
TC1.txt   130   251028.0   01001000011101010010010100000000   0x48752500 
TC1.txt   131   7016218.0   01001010110101100001111000110100   0x4ad61e34 
TC1.txt   132   6896099.0   01001010110100100111001111000110   0x4ad273c6 
TC1.txt   133   8386350.0   01001010111111111110111001011100   0x4affee5c 
TC1.txt   134   8637147.0   01001011000000111100101011011011   0x4b03cadb 
TC1.txt   135   936705.0   01001001011001001011000000010000   0x4964b010 
TC1.txt   136   6602175.0   01001010110010010111101101111110   0x4ac97b7e 
TC1.txt   137   1429181.0   01001001101011100111010111101000   0x49ae75e8 
TC1.txt   138   8395138.0   01001011000000000001100110000010   0x4b001982 
TC1.txt   139   6132809.0   01001010101110110010100010010010   0x4abb2892 
TC1.txt   140   5936917.0   01001010101101010010111000101010   0x4ab52e2a 
TC1.txt   141   2878578.0   01001010001011111011000111001000   0x4a2fb1c8 
TC1.txt   142   158885.0   01001000000110110010100101000000   0x481b2940 
TC1.txt   143   2441957.0   01001010000101010000101110010100   0x4a150b94 
TC1.txt   144   5914794.0   01001010101101001000000101010100   0x4ab48154 
TC1.txt   145   3999272.0   01001010011101000001100010100000   0x4a7418a0 
TC1.txt   146   3142897.0   01001010001111111101001111000100   0x4a3fd3c4 
TC1.txt   147   8151159.0   01001010111110001100000011101110   0x4af8c0ee 
TC1.txt   148   5147564.0   01001010100111010001011101011000   0x4a9d1758 
TC1.txt   149   4595374.0   01001010100011000011110101011100   0x4a8c3d5c 
TC1.txt   150   4234951.0   01001010100000010011110110001110   0x4a813d8e 
TC1.txt   151   7880605.0   01001010111100000111111100111010   0x4af07f3a 
TC1.txt   152   7009921.0   01001010110101011110110100000010   0x4ad5ed02 
TC1.txt   153   695580.0   01001001001010011101000111000000   0x4929d1c0 
TC1.txt   154   7370443.0   01001010111000001110110110010110   0x4ae0ed96 
TC1.txt   155   7921729.0   01001010111100011100000010000010   0x4af1c082 
TC1.txt   156   8419625.0   01001011000000000111100100101001   0x4b007929 
TC1.txt   157   7024080.0   01001010110101100101101110100000   0x4ad65ba0 
TC1.txt   158   3905988.0   01001010011011100110011100010000   0x4a6e6710 
TC1.txt   159   1767599.0   01001001110101111100010101111000   0x49d7c578 
TC1.txt   160   935136.0   01001001011001000100111000000000   0x49644e00 
TC1.txt   161   635788.0   01001001000110110011100011000000   0x491b38c0 
TC1.txt   162   8807719.0   01001011000001100110010100100111   0x4b066527 
TC1.txt   163   317375.0   01001000100110101111011111100000   0x489af7e0 
TC1.txt   164   9975410.0   01001011000110000011011001110010   0x4b183672 
TC1.txt   165   2727968.0   01001010001001101000000010000000   0x4a268080 
TC1.txt   166   7444399.0   01001010111000110010111101011110   0x4ae32f5e 
TC1.txt   167   4065675.0   01001010011110000010011000101100   0x4a78262c 
TC1.txt   168   9925720.0   01001011000101110111010001011000   0x4b177458 
TC1.txt   169   2293633.0   01001010000010111111111000000100   0x4a0bfe04 
TC1.txt   170   7734826.0   01001010111011000000110001010100   0x4aec0c54 
TC1.txt   171   1065463.0   01001001100000100000111110111000   0x49820fb8 
TC1.txt   172   1105617.0   01001001100001101111011010001000   0x4986f688 
TC1.txt   173   5325800.0   01001010101000101000011111010000   0x4aa287d0 
TC1.txt   174   3822527.0   01001010011010010100111011111100   0x4a694efc 
TC1.txt   175   5503858.0   01001010101001111111011011100100   0x4aa7f6e4 
TC1.txt   176   9214055.0   01001011000011001001100001100111   0x4b0c9867 
TC1.txt   177   6521769.0   01001010110001110000011101010010   0x4ac70752 
TC1.txt   178   7923796.0   01001010111100011101000010101000   0x4af1d0a8 
TC1.txt   179   5250236.0   01001010101000000011100101111000   0x4aa03978 
TC1.txt   180   1083154.0   01001001100001000011100010010000   0x49843890 
TC1.txt   181   472141.0   01001000111001101000100110100000   0x48e689a0 
TC1.txt   182   9597454.0   01001011000100100111001000001110   0x4b12720e 
TC1.txt   183   1581679.0   01001001110000010001001101111000   0x49c11378 
TC1.txt   184   656751.0   01001001001000000101011011110000   0x492056f0 
TC1.txt   185   345464.0   01001000101010001010111100000000   0x48a8af00 
TC1.txt   186   4281218.0   01001010100000101010011100000100   0x4a82a704 
TC1.txt   187   6558883.0   01001010110010000010100101000110   0x4ac82946 
TC1.txt   188   3852986.0   01001010011010110010101011101000   0x4a6b2ae8 
TC1.txt   189   6263187.0   01001010101111110010001100100110   0x4abf2326 
TC1.txt   190   5828308.0   01001010101100011101110110101000   0x4ab1dda8 
TC1.txt   191   8058535.0   01001010111101011110110101001110   0x4af5ed4e 
TC1.txt   192   9035191.0   01001011000010011101110110110111   0x4b09ddb7 
TC1.txt   193   7922103.0   01001010111100011100001101101110   0x4af1c36e 
TC1.txt   194   9366003.0   01001011000011101110100111110011   0x4b0ee9f3 
TC1.txt   195   4555717.0   01001010100010110000011110001010   0x4a8b078a 
TC1.txt   196   3526753.0   01001010010101110100000110000100   0x4a574184 
TC1.txt   197   3176815.0   01001010010000011110010110111100   0x4a41e5bc 
TC1.txt   198   858440.0   01001001010100011001010010000000   0x49519480 
TC1.txt   199   2250854.0   01001010000010010110000110011000   0x4a096198 
Exectution Time 0.0
FILE   NUM   REG   BIN   HEX 
TC2.txt   0   7116776.0   01001010110110010010111111010000   0x4ad92fd0 
TC2.txt   1   1666340.0   01001001110010110110100100100000   0x49cb6920 
TC2.txt   2   8886983.0   01001011000001111001101011000111   0x4b079ac7 
TC2.txt   3   839365.0   01001001010011001110110001010000   0x494cec50 
TC2.txt   4   924280.0   01001001011000011010011110000000   0x4961a780 
TC2.txt   5   1026310.0   01001001011110101001000001100000   0x497a9060 
TC2.txt   6   1615293.0   01001001110001010010110111101000   0x49c52de8 
TC2.txt   7   1063875.0   01001001100000011101111000011000   0x4981de18 
TC2.txt   8   679035.0   01001001001001011100011110110000   0x4925c7b0 
TC2.txt   9   5201970.0   01001010100111101100000001100100   0x4a9ec064 
TC2.txt   10   593979.0   01001001000100010000001110110000   0x491103b0 
TC2.txt   11   801371.0   01001001010000111010010110110000   0x4943a5b0 
TC2.txt   12   3796878.0   01001010011001111011111000111000   0x4a67be38 
TC2.txt   13   7489201.0   01001010111001001000110101100010   0x4ae48d62 
TC2.txt   14   9740020.0   01001011000101001001111011110100   0x4b149ef4 
TC2.txt   15   9128737.0   01001011000010110100101100100001   0x4b0b4b21 
TC2.txt   16   5473463.0   01001010101001110000100101101110   0x4aa7096e 
TC2.txt   17   8701957.0   01001011000001001100100000000101   0x4b04c805 
TC2.txt   18   8238050.0   01001010111110110110011111000100   0x4afb67c4 
TC2.txt   19   8679038.0   01001011000001000110111001111110   0x4b046e7e 
TC2.txt   20   385912.0   01001000101111000110111100000000   0x48bc6f00 
TC2.txt   21   5867340.0   01001010101100110000111010011000   0x4ab30e98 
TC2.txt   22   4894542.0   01001010100101010101111010011100   0x4a955e9c 
TC2.txt   23   8999451.0   01001011000010010101001000011011   0x4b09521b 
TC2.txt   24   4392535.0   01001010100001100000110010101110   0x4a860cae 
TC2.txt   25   2078131.0   01001001111111011010110110011000   0x49fdad98 
TC2.txt   26   3070124.0   01001010001110110110001010110000   0x4a3b62b0 
TC2.txt   27   7451998.0   01001010111000110110101010111100   0x4ae36abc 
TC2.txt   28   5635510.0   01001010101010111111101101101100   0x4aabfb6c 
TC2.txt   29   1233932.0   01001001100101101010000001100000   0x4996a060 
TC2.txt   30   6089867.0   01001010101110011101100100010110   0x4ab9d916 
TC2.txt   31   1792316.0   01001001110110101100100111100000   0x49dac9e0 
TC2.txt   32   6298637.0   01001010110000000011100000011010   0x4ac0381a 
TC2.txt   33   2408038.0   01001010000100101111100110011000   0x4a12f998 
TC2.txt   34   8510100.0   01001011000000011101101010010100   0x4b01da94 
TC2.txt   35   991581.0   01001001011100100001010111010000   0x497215d0 
TC2.txt   36   6455739.0   01001010110001010000001101110110   0x4ac50376 
TC2.txt   37   7829175.0   01001010111011101110110101101110   0x4aeeed6e 
TC2.txt   38   6328931.0   01001010110000010010010011000110   0x4ac124c6 
TC2.txt   39   9982305.0   01001011000110000101000101100001   0x4b185161 
TC2.txt   40   2292022.0   01001010000010111110010011011000   0x4a0be4d8 
TC2.txt   41   1070496.0   01001001100000101010110100000000   0x4982ad00 
TC2.txt   42   8518360.0   01001011000000011111101011011000   0x4b01fad8 
TC2.txt   43   6378470.0   01001010110000101010011111001100   0x4ac2a7cc 
TC2.txt   44   7756258.0   01001010111011001011001111000100   0x4aecb3c4 
TC2.txt   45   7111767.0   01001010110110010000100010101110   0x4ad908ae 
TC2.txt   46   2685897.0   01001010001000111110111100100100   0x4a23ef24 
TC2.txt   47   617946.0   01001001000101101101110110100000   0x4916dda0 
TC2.txt   48   246280.0   01001000011100001000001000000000   0x48708200 
TC2.txt   49   6075442.0   01001010101110010110100001100100   0x4ab96864 
TC2.txt   50   991323.0   01001001011100100000010110110000   0x497205b0 
TC2.txt   51   6754202.0   01001010110011100001111100110100   0x4ace1f34 
TC2.txt   52   3103178.0   01001010001111010110011100101000   0x4a3d6728 
TC2.txt   53   3228842.0   01001010010001010001001010101000   0x4a4512a8 
TC2.txt   54   6786623.0   01001010110011110001110001111110   0x4acf1c7e 
TC2.txt   55   5329085.0   01001010101000101010000101111010   0x4aa2a17a 
TC2.txt   56   2334647.0   01001010000011100111111011011100   0x4a0e7edc 
TC2.txt   57   7253396.0   01001010110111010101101100101000   0x4add5b28 
TC2.txt   58   6516953.0   01001010110001101110000110110010   0x4ac6e1b2 
TC2.txt   59   5972725.0   01001010101101100100010111101010   0x4ab645ea 
TC2.txt   60   5828037.0   01001010101100011101101110001010   0x4ab1db8a 
TC2.txt   61   6642265.0   01001010110010101011010010110010   0x4acab4b2 
TC2.txt   62   2559699.0   01001010000111000011101101001100   0x4a1c3b4c 
TC2.txt   63   6597631.0   01001010110010010101011111111110   0x4ac957fe 
TC2.txt   64   5826202.0   01001010101100011100110100110100   0x4ab1cd34 
TC2.txt   65   4642335.0   01001010100011011010110000111110   0x4a8dac3e 
TC2.txt   66   1862900.0   01001001111000110110011110100000   0x49e367a0 
TC2.txt   67   6039635.0   01001010101110000101000010100110   0x4ab850a6 
TC2.txt   68   3358744.0   01001010010011010000000001100000   0x4a4d0060 
TC2.txt   69   4965249.0   01001010100101111000011100000010   0x4a978702 
TC2.txt   70   6621475.0   01001010110010100001001001000110   0x4aca1246 
TC2.txt   71   3336153.0   01001010010010111001111101100100   0x4a4b9f64 
TC2.txt   72   1044743.0   01001001011111110001000001110000   0x497f1070 
TC2.txt   73   6201477.0   01001010101111010100000100001010   0x4abd410a 
TC2.txt   74   6297100.0   01001010110000000010110000011000   0x4ac02c18 
TC2.txt   75   885678.0   01001001010110000011101011100000   0x49583ae0 
TC2.txt   76   8546891.0   01001011000000100110101001001011   0x4b026a4b 
TC2.txt   77   6683923.0   01001010110010111111101000100110   0x4acbfa26 
TC2.txt   78   7064472.0   01001010110101111001011100110000   0x4ad79730 
TC2.txt   79   3430021.0   01001010010100010101101000010100   0x4a515a14 
TC2.txt   80   9764122.0   01001011000101001111110100011010   0x4b14fd1a 
TC2.txt   81   9958605.0   01001011000101111111010011001101   0x4b17f4cd 
TC2.txt   82   1006022.0   01001001011101011001110001100000   0x49759c60 
TC2.txt   83   5276496.0   01001010101000010000011010100000   0x4aa106a0 
TC2.txt   84   8876232.0   01001011000001110111000011001000   0x4b0770c8 
TC2.txt   85   3364648.0   01001010010011010101110010100000   0x4a4d5ca0 
TC2.txt   86   3539979.0   01001010010110000001000000101100   0x4a58102c 
TC2.txt   87   3003857.0   01001010001101110101011101000100   0x4a375744 
TC2.txt   88   4481634.0   01001010100010001100010011000100   0x4a88c4c4 
TC2.txt   89   9035781.0   01001011000010011110000000000101   0x4b09e005 
TC2.txt   90   3767021.0   01001010011001011110101110110100   0x4a65ebb4 
TC2.txt   91   4993901.0   01001010100110000110011011011010   0x4a9866da 
TC2.txt   92   8698377.0   01001011000001001011101000001001   0x4b04ba09 
TC2.txt   93   4626501.0   01001010100011010011000010001010   0x4a8d308a 
TC2.txt   94   1755352.0   01001001110101100100011011000000   0x49d646c0 
TC2.txt   95   2755340.0   01001010001010000010110000110000   0x4a282c30 
TC2.txt   96   5150616.0   01001010100111010010111100110000   0x4a9d2f30 
TC2.txt   97   9345169.0   01001011000011101001100010010001   0x4b0e9891 
TC2.txt   98   848948.0   01001001010011110100001101000000   0x494f4340 
TC2.txt   99   2708748.0   01001010001001010101010000110000   0x4a255430 
TC2.txt   100   8372451.0   01001010111111111000000111000110   0x4aff81c6 
TC2.txt   101   3523015.0   01001010010101110000011100011100   0x4a57071c 
TC2.txt   102   2624283.0   01001010001000000010110001101100   0x4a202c6c 
TC2.txt   103   8795348.0   01001011000001100011010011010100   0x4b0634d4 
TC2.txt   104   2318100.0   01001010000011010111110001010000   0x4a0d7c50 
TC2.txt   105   4750861.0   01001010100100001111110000011010   0x4a90fc1a 
TC2.txt   106   3770597.0   01001010011001100010001110010100   0x4a662394 
TC2.txt   107   1053352.0   01001001100000001001010101000000   0x49809540 
TC2.txt   108   833307.0   01001001010010110111000110110000   0x494b71b0 
TC2.txt   109   4632526.0   01001010100011010101111110011100   0x4a8d5f9c 
TC2.txt   110   2212917.0   01001010000001110001000011010100   0x4a0710d4 
TC2.txt   111   5053189.0   01001010100110100011011000001010   0x4a9a360a 
TC2.txt   112   412218.0   01001000110010010100011101000000   0x48c94740 
TC2.txt   113   4901564.0   01001010100101011001010101111000   0x4a959578 
TC2.txt   114   5094606.0   01001010100110110111100110011100   0x4a9b799c 
TC2.txt   115   8070285.0   01001010111101100100100100011010   0x4af6491a 
TC2.txt   116   6847905.0   01001010110100001111101101000010   0x4ad0fb42 
TC2.txt   117   4311824.0   01001010100000111001011000100000   0x4a839620 
TC2.txt   118   3009421.0   01001010001101111010111000110100   0x4a37ae34 
TC2.txt   119   1629105.0   01001001110001101101110110001000   0x49c6dd88 
TC2.txt   120   8431899.0   01001011000000001010100100011011   0x4b00a91b 
TC2.txt   121   7582456.0   01001010111001110110010111110000   0x4ae765f0 
TC2.txt   122   7332147.0   01001010110111111100001001100110   0x4adfc266 
TC2.txt   123   314183.0   01001000100110010110100011100000   0x489968e0 
TC2.txt   124   7632568.0   01001010111010001110110101110000   0x4ae8ed70 
TC2.txt   125   8161327.0   01001010111110010001000001011110   0x4af9105e 
TC2.txt   126   6961087.0   01001010110101000110111101111110   0x4ad46f7e 
TC2.txt   127   6898282.0   01001010110100101000010011010100   0x4ad284d4 
TC2.txt   128   9749303.0   01001011000101001100001100110111   0x4b14c337 
TC2.txt   129   4427419.0   01001010100001110001110100110110   0x4a871d36 
TC2.txt   130   4368829.0   01001010100001010101001101111010   0x4a85537a 
TC2.txt   131   6439318.0   01001010110001001000001100101100   0x4ac4832c 
TC2.txt   132   6473603.0   01001010110001011000111100000110   0x4ac58f06 
TC2.txt   133   6446249.0   01001010110001001011100101010010   0x4ac4b952 
TC2.txt   134   9818836.0   01001011000101011101001011010100   0x4b15d2d4 
TC2.txt   135   9438069.0   01001011000100000000001101110101   0x4b100375 
TC2.txt   136   2809499.0   01001010001010110111101001101100   0x4a2b7a6c 
TC2.txt   137   3460304.0   01001010010100110011001101000000   0x4a533340 
TC2.txt   138   8430904.0   01001011000000001010010100111000   0x4b00a538 
TC2.txt   139   9774785.0   01001011000101010010011011000001   0x4b1526c1 
TC2.txt   140   9560603.0   01001011000100011110001000011011   0x4b11e21b 
TC2.txt   141   3440732.0   01001010010100100000000101110000   0x4a520170 
TC2.txt   142   7053263.0   01001010110101110011111110011110   0x4ad73f9e 
TC2.txt   143   287398.0   01001000100011000101010011000000   0x488c54c0 
TC2.txt   144   4043644.0   01001010011101101100110111110000   0x4a76cdf0 
TC2.txt   145   2943820.0   01001010001100111010110100110000   0x4a33ad30 
TC2.txt   146   9030962.0   01001011000010011100110100110010   0x4b09cd32 
TC2.txt   147   7537540.0   01001010111001100000011100001000   0x4ae60708 
TC2.txt   148   7203657.0   01001010110110111101011010010010   0x4adbd692 
TC2.txt   149   5639400.0   01001010101011000001100111010000   0x4aac19d0 
TC2.txt   150   9448142.0   01001011000100000010101011001110   0x4b102ace 
TC2.txt   151   9954392.0   01001011000101111110010001011000   0x4b17e458 
TC2.txt   152   2856859.0   01001010001011100101111001101100   0x4a2e5e6c 
TC2.txt   153   1332118.0   01001001101000101001110010110000   0x49a29cb0 
TC2.txt   154   6984725.0   01001010110101010010100000101010   0x4ad5282a 
TC2.txt   155   1925762.0   01001001111010110001010000010000   0x49eb1410 
TC2.txt   156   2138171.0   01001010000000101000000011101100   0x4a0280ec 
TC2.txt   157   347447.0   01001000101010011010011011100000   0x48a9a6e0 
TC2.txt   158   8839390.0   01001011000001101110000011011110   0x4b06e0de 
TC2.txt   159   3951652.0   01001010011100010011000010010000   0x4a713090 
TC2.txt   160   3755102.0   01001010011001010011000101111000   0x4a653178 
TC2.txt   161   6867687.0   01001010110100011001010111001110   0x4ad195ce 
TC2.txt   162   4383175.0   01001010100001011100001110001110   0x4a85c38e 
TC2.txt   163   7125508.0   01001010110110010111010000001000   0x4ad97408 
TC2.txt   164   7799732.0   01001010111011100000011101101000   0x4aee0768 
TC2.txt   165   8784156.0   01001011000001100000100100011100   0x4b06091c 
TC2.txt   166   1372809.0   01001001101001111001010001001000   0x49a79448 
TC2.txt   167   1327984.0   01001001101000100001101110000000   0x49a21b80 
TC2.txt   168   9205087.0   01001011000011000111010101011111   0x4b0c755f 
TC2.txt   169   6524241.0   01001010110001110001101010100010   0x4ac71aa2 
TC2.txt   170   9316072.0   01001011000011100010011011101000   0x4b0e26e8 
TC2.txt   171   127744.0   01000111111110011000000000000000   0x47f98000 
TC2.txt   172   8388820.0   01001011000000000000000011010100   0x4b0000d4 
TC2.txt   173   6883557.0   01001010110100100001000111001010   0x4ad211ca 
TC2.txt   174   2291239.0   01001010000010111101100010011100   0x4a0bd89c 
TC2.txt   175   3101270.0   01001010001111010100100101011000   0x4a3d4958 
TC2.txt   176   1382825.0   01001001101010001100110101001000   0x49a8cd48 
TC2.txt   177   9873376.0   01001011000101101010011111100000   0x4b16a7e0 
TC2.txt   178   6873500.0   01001010110100011100001100111000   0x4ad1c338 
TC2.txt   179   8185634.0   01001010111110011100111001000100   0x4af9ce44 
TC2.txt   180   2464786.0   01001010000101100111000001001000   0x4a167048 
